word,category,count,library_count,example
squeaky,未分类,28,9,Excited young sea lion calling. Short and squeaky.
fragmented,未分类,28,5,"PROCESSED HIT HIGH Laser shot like sound, with fragmented output."
releasing,未分类,28,12,"SYNTHETIC HIT HIGH Hit, followed by releasing of high pitch, fragmented, and vibrating signal."
hi,未分类,28,3,"Antique artillery, historic cannon, cal 27mm. ORTF3D Hi positioned 150m away from the cannon."
spread,Shape,28,8,"Weighty thud of a sack of coins hitting the surface of a table, followed by the metallic clinks and rolling sounds as th"
lock,未分类,28,5,Firm click as the lock of a travel bag securely snaps.
blow,未分类,28,9,"Reverse blow, characterized by a unique reversal of air movement."
whiz,未分类,28,4,"Continuous, wavering, whiz like sound in low register."
string,未分类,28,3,Tapping on a string over and over again in quick motion.
clack,未分类,28,2,Clack of metallic impact repeatedly in varying rhythms. Hard attacks and reverberant decay.
harmonically,未分类,28,5,Very harmonically dense laser fired with rising pitch.
pre,未分类,28,3,SHOOT MEDIUM Short pre impact followed by heavy burst with whoosh like tail.
broken,未分类,28,7,Extended sweep of broken glass with rhythmic debris contact.
grit,未分类,28,5,Generic porcelain surface movement with subtle tonal grit.
little,未分类,27,7,Quick motion noise with a little whistle effect.
mystical,未分类,27,7,"Mystical, enchanting sharp accent that signifies the sudden appearance of sorcery."
vibrant,未分类,27,7,Brief explosion noise with a vibrant burst.
thunderous,未分类,27,8,"SYNTHETIC RUPTURE Long, rumbling with thunderous element. Closing filter with wobbling effect."
across,未分类,27,7,"SYNTHETIC FLY BY Passing roar, like rumble of a heavy furniture being slid across the floor."
shards,未分类,27,5,Movement and shaking of tiny glass shards being held in hand.
cleaner,未分类,27,3,Vacuum cleaner sucking in air with fluttering material and some tonal whirring.
rumbles,未分类,27,5,"Ball of processed rumbles slowly expands outward while slightly rising in pitch, converging at center."
trigger,未分类,27,4,"Trigger pulled, creating short resonant bassy click."
hydraulic,未分类,27,3,Hydraulic air pump releases medium length burst of air. Click of lever opened and closed also present.
woody,Texture,27,6,"Woody shotgun sound, short tail."
gas,未分类,27,6,Short burst of thick aerosol gas with a pressurized hiss.
scraped,未分类,27,3,Hand scraped hits with long resonant low frequency tail.
droning,Pitch,27,4,Low frequency inharmonic droning with dense convolution.
violin,未分类,27,2,Violin bows back side of cardboard box continually. Mixture of hiss and scrape.
let,未分类,27,2,"Plastic trash bag let go, as if it were scrunched up and thuds lightly on impact."
headed,未分类,27,1,"Two strong, deep hits in close succession. Strong low resonance, medium to long decay. Various instances. Reverberant. D"
verdi,未分类,27,1,"Two strong, deep hits in close succession. Strong low resonance, medium to long decay. Various instances. Reverberant. D"
plunging,Movement,27,4,BODY DROP LARGE SPLASH Moderate splash and low plunging sound.
flashover,未分类,27,2,"ELECTRICITY FLASHOVER Sustained spinning, rustling, watery."
ratel,未分类,26,1,"Wild, Ratel, Mammal. Very high, short, tonal chirping and snarling. Very long sequences. Mono, Sanken Co100K high freque"
slime,未分类,26,6,"Hit, Punch. Hard, airy, slime impact. Heavily processed."
rubbery,未分类,26,6,Rubbery sizzling synthetic with fluctuating pitch modulation.
sparkle,未分类,26,4,Bling sound with a shifted metal cup sparkle.
opened,未分类,26,6,"PROCESSED SCREECH LONG Continuous screech, opened with a bang, followed by wobbly dispersion."
tap,Attack,26,8,"SYNTHETIC HIT HIGH Fast tap attack, with high pitched and fluttering screech like tail."
leaves,未分类,26,6,Steel ball of 14 kilograms being dropped onto a soil with some leaves. Deep and dull hit.
lingering,未分类,26,9,Soft and lingering whimsical explosion ending with a long tail.
bottle,未分类,26,4,"Action of turning down a plastic bottle filled with liquid, capturing the subtle bubbling and sloshing noises as the liq"
collides,未分类,26,3,Singular clinks and tinkles as the coin collides with the ceramic surface of the cup.
forcefully,Intensity,26,6,Intense rustling and tearing as a paper is forcefully crumpled.
flick,未分类,26,4,"Rapid flick motion and impact of a large book's pages, resulting in a crisp thud."
taps,未分类,26,6,Metal tick characterized by a series of nuanced clicks and metallic taps.
sucking,未分类,26,8,Vacuum cleaner sucking in air with fluttering material and some tonal whirring.
sheet,未分类,26,6,A sheet of metal being dragged on a table at a fast speed. Reverberating and thin.
torch,未分类,26,6,Searing and fiery elements with high sizzling elements on top. Steady lit torch-like movement.
call,未分类,26,4,"Wobbly, high pitched and eerie call followed by a heavy impact."
snarls,未分类,26,3,"Goblin, Dwarf, Leprechaun, Fantasy. Female voice, long, aggressive tonal snarls. Mono, Sanken Co100K high frequency resp"
speeds,未分类,26,7,Sharp click occurring in twos at slower and slower speeds.
spring,未分类,26,5,Low resonant thud with a metallic spring sound on top.
sweetener,未分类,26,4,Distorted burst of chemical reaction with grainy sweetener tail.
swelling,未分类,26,6,Conjured pressure swelling with forbidden magical weight.
papery,未分类,26,4,Papery texture mid slow attack followed by snap with low end.
stretching,未分类,26,6,High frequency metallic synthesis with time stretching and resonance.
gestures,未分类,26,5,One-shot gestures of bells with diversity in pitch and long release.
fluctuating,未分类,25,10,Rubbery sizzling synthetic with fluctuating pitch modulation.
chaotic,Mood,25,11,Rapid motion with a chaotic wobble effect.
sine,未分类,25,4,Rapid motion with an upward sine wave bubble.
shifts,未分类,25,7,Motion characterized by deformed frequency shifts.
knife,未分类,25,6,Gleaming effect characterised by a knife scrape and stutter.
guttural,Voice,25,6,Long and continuous sequence of breathing with guttural vocal expression in between.
shooting,未分类,25,9,"PROCESSED HIT HIGH Shooting laser like sound, with heavy wobbling."
amount,未分类,25,6,Dropping small amount of stones. Fast and short.
swipe,未分类,25,4,Short and swift swipe shuffle of cards.
comes,未分类,25,4,"Clear, ringing as liquid comes into contact with a ceramic surface."
brass,未分类,25,3,Whimsical shimmering resonance of a brass bell.
lever,未分类,25,6,Hydraulic air pump releases medium length burst of air. Click of lever opened and closed also present.
filing,未分类,25,3,"Internal lock of filing cabinet opened, producing short click."
using,未分类,25,5,"Rapid ridealong, captured using an electromagnetic field microphone placed on the engine."
pan,未分类,25,6,Long steam burst with thick hiss and wet pan texture.
foil,未分类,25,6,"Crunchy foil texture with deep, layered crumble and tonal deformation."
velocity,未分类,25,7,Blazing spell surging forward with hellish velocity.
phasey,未分类,25,3,"Liquid, phasey morphing attack with short tail."
mushy,Attack,25,4,Wet and mushy hit.
rolls,未分类,25,3,"Piece of rock breaks off and rolls. Modulated, similar to distant gunfire."
lows,未分类,25,9,Muffled wind pass with warm lows and gentle transition.
unstable,未分类,24,11,"Wild. Animated, high, tonal screaming with unstable pitch. Mono, Sanken Co100K high frequency response."
gargling,未分类,24,8,"Force Cup. Wet, raspy, slightly tonal moaning, groaning and gargling. Mono, Sanken Co100K high frequency response."
featuring,未分类,24,3,Noisy impact featuring a pronounced crunch sound.
delayed,Attack,24,7,Shifting sound with a delayed jiggling effect.
tech,未分类,24,7,High tech jolt sound.
gust,未分类,24,8,Extended motioned whoosh with artificial wind gust and parallel filter modulation.
crushed,未分类,24,8,Extended explosion noise imitating a car being crushed.
compact,Shape,24,8,Punch noise that is brief and compact.
durations,未分类,24,4,Laser noise with diverse durations and double filter effect.
shaky,未分类,24,4,"Short, raspy, and shaky barking."
pulsating,Movement,24,9,"SYNTHETIC SCREECH SHORT Bang, followed by pulsating and piercing screech."
clunky,未分类,24,4,Heavy and clunky metallic movement on wooden surface.
parts,未分类,24,10,Harsh hit with steel ball on wooden pieces. Some breaking and sliding parts.
broad,未分类,24,7,"Wide and expansive whimsical spell, accompanied by a broad whizzing element."
inside,未分类,24,7,Rapid shaking of dice inside a cup.
produces,未分类,24,3,Magical shimmer that produces a high-pitched and crackling static noise.
gravel,未分类,24,4,Cascading impact and subsequent scattering of gravel particles.
notes,未分类,24,2,Several notes played at the same time and held.
huge,未分类,24,9,"Slow, heavy and whooshing pass by with reverberating decay. Sounds like a huge space vessel passing by."
screams,未分类,24,5,"Ghoul, Zombie, Skeleton, Undead, Mummy. Female voice, aggressive throaty snarling with growls and screams. Mono, Sanken "
grain,未分类,24,6,"Gentle, steady fabric drag with smooth grain and softened detail."
burn,未分类,24,4,Quick ignition surge with forceful snap and alchemical burn tail.
causing,未分类,24,2,"Plunger moved back and forth slowly through jelly, causing jelly to morph and bubble."
rocking,未分类,24,2,"Violin bow scraped quickly against lever arch file, as if squeaky rocking chair is moved quickly back and forth."
based,未分类,24,3,"Soft, fabric based explosion with natural, shifting modulation."
grunts,未分类,23,4,"Wild, Marine, Mammal. Short, hard snorting grunts with subtle groaning at the beginning. Mono, Sanken Co100K high freque"
trailing,未分类,23,7,Snapping impact followed by a trailing burst of static.
smack,Attack,23,8,Punch noise emulating a back smack.
fraction,未分类,23,1,"PROCESSED FRACTION High, piercing, very short impact. Harsh transient with metallic character."
crumble,未分类,23,5,"PROCESSED FLY BY Strong and quick rumble, with crumble at the end."
arrow,未分类,23,6,"Antique artillery, historic cannon Loshult arrow gun, cal 35mm. ORTF3D Hi positioned 100m away from the cannon."
dissonant,Pitch,23,4,"Short, whimsical spell accompanied by a dissonant, ascending element."
tongue,未分类,23,3,"Lips or tongue making contact with each other, resulting in a quick and percussive snappy pop."
submerged,Liquid,23,4,Tonal air release from glass submerged in a liquid medium.
swinging,未分类,23,6,Fast swinging of a textile. Solid leather material.
artifacts,未分类,23,5,Wobbling elements with random fast zaps and high pitched artifacts. Constant movement with much low end. Zapping and bla
attacks,未分类,23,3,Clack of metallic impact repeatedly in varying rhythms. Hard attacks and reverberant decay.
vibrations,未分类,23,5,Metallic collision as if with a gate. Dense vibrations in long bursts.
rushing,未分类,23,6,Rushing energy waves with squishy elements.
coarse,Texture,23,4,"Coarse, gritty fabric scrape sustained with rigid, abrasive texture."
bowed,未分类,23,5,Bowed excitation of metal with slow attack and evolving harmonics.
neutral,未分类,22,6,"Domestic, Farm, Swine, Mammal. Very short, neutral grunting. Mono, Sanken Co100K high frequency response."
combined,未分类,22,3,"Deep, resonant thump combined with a burst of static noise."
echo,未分类,22,11,Crisp burst of white noise with a reverberating echo.
prolonged,Duration,22,5,Frequency-warping tone with prolonged duration.
coins,未分类,22,2,Coins glimmering with frequency alteration and delay.
surge,未分类,22,9,"Noisy, electrified surge with a Doppler effect."
erratic,Movement,22,10,Glitchy energy surge characterized by its erratic distortion.
midrange,未分类,22,6,Brief explosion noise with a midrange bang.
